"id","usuario_id","xp_total","nivel_atual","xp_proximo_nivel","titulo_nivel","streak_conversas_dias","streak_protecao_usada","streak_protecao_resetada_em","ultima_conversa_data","melhor_streak","quest_diaria_status","quest_diaria_progresso","quest_diaria_descricao","quest_diaria_data","quest_streak_dias","conquistas_desbloqueadas","total_conversas","total_reflexoes","total_xp_ganho_hoje","ultima_conquista_id","ultima_conquista_data","criado_em","atualizado_em"
"61edc80e-6f4d-4a2c-97ca-c7e3f0d5b407","dcb7933f-dd33-45b6-8e8a-0e42253387c7",0,1,200,"Explorador",0,False,NULL,"2025-11-02",0,"pendente",0,NULL,"2025-11-02",0,"[]",0,0,0,NULL,NULL,"2025-11-02 13:47:49.385274","2025-11-02 13:55:14.757109"
